Date,Type,Entry,Exit,Result,Entry_RSI,Exit_RSI,Gross_PnL,Entry_Fees,Exit_Fees,Total_Fees,Net_PnL,Return_%,Duration,Cumulative_PnL
2026-02-23 01:00,SHORT,67835.203125,65121.795,TP,83.96913768738594,13.152021823980135,271.3408125000002,6.783520312500001,6.5121795,13.2956998125,258.0451126875002,3.8040000000000025,67.0,-720.3185740812498
2026-02-24 03:00,LONG,64598.59375,63823.410625,SL,13.152021823980135,18.524130630432666,-77.51831250000032,6.459859375,6.3823410625,12.8422004375,-90.36051293750032,-1.398800000000005,26.0,-810.6790870187501
2026-02-25 13:00,LONG,63548.0234375,66089.944375,TP,18.524130630432666,72.96369277036266,254.19209375000065,6.35480234375,6.608994437500002,12.963796781250002,241.22829696875064,3.7960000000000096,34.0,-569.4507900499995
2026-02-25 15:00,SHORT,66241.3125,67036.20825,SL,72.96369277036266,67.25576759898176,-79.4895749999996,6.6241312500000005,6.703620825,13.327752075,-92.81732707499961,-1.401199999999994,2.0,-662.2681171249991
2026-02-25 18:00,SHORT,68298.890625,69118.4773125,SL,74.48655765298071,86.03804566052888,-81.95866875000065,6.8298890625,6.911847731250001,13.74173679375,-95.70040554375066,-1.4012000000000095,2.0,-757.9685226687498
2026-02-27 16:00,SHORT,68287.078125,65555.595,TP,73.77961808324287,29.454081742926917,273.1483124999999,6.828707812500001,6.5555595,13.3842673125,259.7640451874999,3.8039999999999985,39.0,-498.20447748124985
2026-02-28 06:00,LONG,65505.83984375,64719.769765625,SL,29.454081742926917,23.09373439730912,-78.6070078124998,6.550583984375,6.471976976562501,13.0225609609375,-91.6295687734373,-1.398799999999997,14.0,-589.8340462546871
2026-02-28 18:00,LONG,63106.07421875,65630.3171875,TP,23.09373439730912,51.49386698287067,252.42429687499973,6.310607421875,6.5630317187500005,12.873639140625,239.5506577343747,3.7959999999999954,12.0,-350.2833885203124
2026-03-02 15:00,SHORT,67271.4453125,68078.70265625,SL,80.40811781370694,69.77071642720628,-80.7257343749996,6.7271445312500004,6.807870265625,13.535014796875,-94.26074917187461,-1.401199999999994,38.0,-444.54413769218706
2026-03-03 09:00,SHORT,69511.75,66731.28,TP,73.82073755115361,23.289857674804978,278.04700000000014,6.951175,6.673128000000001,13.624303000000001,264.42269700000014,3.804000000000002,17.0,-180.12144069218692
2026-03-04 07:00,LONG,66648.625,69314.57,TP,23.289857674804978,64.7925167420848,266.5945000000007,6.6648625,6.931457000000002,13.596319500000002,252.9981805000007,3.7960000000000105,22.0,72.87673980781378
2026-03-04 15:00,SHORT,71028.4296875,71880.77084375,SL,72.084563204222,84.36986583647533,-85.23411562499969,7.10284296875,7.188077084375,14.290920053125,-99.52503567812468,-1.4011999999999956,7.0,-26.648295870310903
2026-03-06 11:00,SHORT,73245.125,70315.31999999999,TP,84.36986583647533,35.86413963112571,292.98050000000075,7.324512500000001,7.0315319999999994,14.3560445,278.6244555000007,3.8040000000000087,44.0,251.9761596296898
2026-03-07 19:00,LONG,68341.328125,67521.2321875,SL,21.10461910047259,28.874697332133636,-82.00959374999948,6.8341328125,6.752123218750001,13.586256031250002,-95.59584978124948,-1.3987999999999925,29.0,156.3803098484403
2026-03-08 23:00,LONG,66956.8046875,66153.32303125,SL,25.8053945413766,23.394207675557325,-80.34816562500055,6.695680468750001,6.615332303125,13.311012771875001,-93.65917839687555,-1.398800000000008,21.0,62.72113145156476
2026-03-10 02:00,SHORT,69038.953125,69867.4205625,SL,78.51628568546649,70.84876960360751,-82.84674375000031,6.9038953125,6.9867420562500016,13.890637368750003,-96.7373811187503,-1.4012000000000044,13.0,-34.01624966718555
2026-03-10 14:00,SHORT,70282.6640625,71126.05603125,SL,70.84876960360751,67.9802125862397,-84.3391968750002,7.028266406250001,7.112605603125001,14.140872009375002,-98.4800688843752,-1.4012000000000027,12.0,-132.49631855156076
2026-03-13 10:00,LONG,69403.859375,72180.01375,TP,27.147664318825548,76.273222522098,277.6154374999998,6.9403859375,7.218001375,14.1583873125,263.4570501874998,3.795999999999997,30.0,130.96073163593906
2026-03-13 13:00,SHORT,72489.6875,73359.56375,SL,76.273222522098,79.66158948532122,-86.98762500000012,7.24896875,7.335956375000001,14.584925125000002,-101.57255012500012,-1.4012000000000016,3.0,29.388181510938935
2026-03-14 09:00,SHORT,73510.8046875,70570.3725,TP,79.66158948532122,35.29449260581336,294.0432187500002,7.35108046875,7.0570372500000005,14.40811771875,279.6351010312502,3.8040000000000025,20.0,309.0232825421891
2026-03-16 03:00,LONG,70563.671875,73386.21875,TP,29.1413625034389,74.95848959245166,282.2546875,7.0563671875,7.338621875000001,14.394989062500002,267.8596984375,3.7960000000000003,41.0,576.8829809796891
2026-03-16 22:00,SHORT,73661.484375,74545.42218750001,SL,74.95848959245166,72.41913209929702,-88.39378125000076,7.366148437500001,7.454542218750001,14.820690656250001,-103.21447190625076,-1.4012000000000104,19.0,473.6685090734384
2026-03-18 12:00,SHORT,75620.7421875,72595.91249999999,TP,78.03431174304507,24.750865264494465,302.4829687500009,7.56207421875,7.25959125,14.82166546875,287.66130328125087,3.8040000000000114,35.0,761.3298123546892
2026-03-18 18:00,LONG,72050.671875,71186.0638125,SL,24.99322724405704,16.210840295701544,-86.46080625000032,7.205067187500001,7.11860638125,14.323673568750001,-100.78447981875033,-1.3988000000000045,5.0,660.5453325359389
2026-03-19 07:00,LONG,71140.328125,70286.6441875,SL,26.883771960784713,25.50640024120824,-85.36839374999983,7.1140328125000005,7.028664418750001,14.14269723125,-99.51109098124982,-1.3987999999999974,6.0,561.0342415546891
2026-03-19 12:00,LONG,70220.4609375,69377.81540625,SL,25.50640024120824,25.612118966999162,-84.26455312500039,7.02204609375,6.937781540625,13.959827634375,-98.22438075937539,-1.3988000000000056,5.0,462.8098607953137
2026-03-22 21:00,SHORT,70785.0546875,67953.6525,TP,73.67319321689855,27.334371373496168,283.1402187500004,7.07850546875,6.79536525,13.87387071875,269.2663480312504,3.804000000000005,65.0,732.0762088265641
2026-03-26 17:00,SHORT,71410.3125,68553.9,TP,76.44644869826575,11.183326931815046,285.6412500000006,7.14103125,6.85539,13.996421250000001,271.64482875000056,3.8040000000000083,76.0,1003.7210375765646
2026-03-27 10:00,LONG,68448.4765625,67627.09484375,SL,11.183326931815046,11.392750999214286,-82.13817187499954,6.84484765625,6.7627094843750015,13.607557140625001,-95.74572901562453,-1.3987999999999932,17.0,907.9753085609401
2026-03-27 17:00,LONG,66486.0078125,65688.17571875,SL,11.392750999214286,8.816252677186682,-79.78320937499957,6.648600781250001,6.568817571875001,13.217418353125002,-93.00062772812457,-1.3987999999999934,7.0,814.9746808328156
2026-04-01 00:00,LONG,65604.5,68228.68000000001,TP,8.816252677186682,76.93730626937307,262.41800000000075,6.560450000000001,6.8228680000000015,13.383318000000003,249.03468200000074,3.7960000000000114,103.0,1064.0093628328164
2026-04-01 06:00,SHORT,68231.046875,69049.8194375,SL,75.5276477437445,74.72500773070637,-81.87725625000022,6.823104687500001,6.904981943750001,13.728086631250001,-95.60534288125022,-1.4012000000000033,2.0,968.4040199515662
2026-04-02 04:00,SHORT,69125.265625,66360.255,TP,74.72500773070637,26.416430479607598,276.50106249999953,6.9125265625,6.636025500000001,13.5485520625,262.95251043749954,3.8039999999999936,22.0,1231.3565303890657
2026-04-05 23:00,LONG,66318.2578125,68970.988125,TP,26.416430479607598,83.5562765028021,265.2730312500004,6.631825781250001,6.8970988125,13.528924593750002,251.7441066562504,3.7960000000000056,91.0,1483.100637045316
2026-04-06 09:00,SHORT,68801.5390625,69627.15753125,SL,78.36682954259011,81.48972876330548,-82.56184687500064,6.88015390625,6.962715753125002,13.842869659375001,-96.40471653437564,-1.401200000000009,8.0,1386.6959205109404
2026-04-07 22:00,SHORT,69734.3828125,70571.19540625,SL,81.48972876330548,71.20209670044298,-83.68125937500008,6.973438281250001,7.057119540625001,14.030557821875002,-97.71181719687507,-1.401200000000001,37.0,1288.9841033140654
2026-04-09 17:00,SHORT,71457.9453125,72315.44065625001,SL,77.725730741782,68.65416540416433,-85.7495343750008,7.145794531250001,7.231544065625001,14.377338596875003,-100.12687297187581,-1.4012000000000113,40.0,1188.8572303421895
