Date,Type,Entry,Exit,Result,Entry_RSI,Exit_RSI,Gross_PnL,Entry_Fees,Exit_Fees,Total_Fees,Net_PnL,Return_%,Duration,Cumulative_PnL
2026-01-02 16:00,SHORT,88778.703125,89844.0475625,SL,75.12352003417816,76.61379398776677,-106.53444374999964,8.8778703125,8.984404756250001,17.86227506875,-124.39671881874963,-1.4011999999999958,13.0,-124.39671881874963
2026-01-04 05:00,SHORT,90346.578125,91430.7370625,SL,76.61379398776677,85.97293349918382,-108.41589375000041,9.034657812499999,9.143073706250002,18.17773151875,-126.59362526875042,-1.4012000000000047,37.0,-250.99034408750003
2026-01-05 00:00,SHORT,91213.8046875,92308.37034375001,SL,76.53245697879638,67.63774989129665,-109.4565656250008,9.121380468749999,9.230837034375002,18.352217503125,-127.80878312812581,-1.4012000000000089,18.0,-378.79912721562584
2026-01-05 17:00,SHORT,92916.90625,94031.909125,SL,82.62824808730907,70.20901698610632,-111.50028750000057,9.291690625000001,9.403190912500001,18.694881537500002,-130.19516903750056,-1.401200000000006,16.0,-508.99429625312644
2026-01-08 06:00,SHORT,94264.9609375,90494.3625,TP,70.20901698610632,31.541522754626328,377.05984374999974,9.42649609375,9.049436250000001,18.475932343750003,358.58391140624974,3.803999999999997,61.0,-150.4103848468767
2026-01-13 14:00,SHORT,91112.8046875,92206.15834375,SL,70.54448959030344,68.83485426370699,-109.3353656249994,9.111280468750001,9.220615834375,18.331896303125,-127.66726192812439,-1.4011999999999931,107.0,-278.0776467750011
2026-01-13 20:00,SHORT,93283.03125,94402.427625,SL,83.35211709822464,80.28308164623368,-111.93963749999966,9.328303125,9.4402427625,18.7685458875,-130.70818338749967,-1.4011999999999964,5.0,-408.78583016250076
2026-01-14 14:00,SHORT,95266.8515625,96410.05378125,SL,81.42440007103369,64.69570620042909,-114.3202218749997,9.52668515625,9.641005378125001,19.167690534375,-133.4879124093747,-1.401199999999997,13.0,-542.2737425718755
2026-01-19 00:00,SHORT,97212.4921875,93323.9925,TP,70.3392895303536,19.678681331482437,388.8499687500007,9.721249218750001,9.33239925,19.05364846875,369.7963202812507,3.8040000000000065,104.0,-172.47742229062476
2026-01-20 06:00,LONG,92509.7265625,91399.60984375,SL,18.859653203283017,9.525953383206655,-111.01167187499959,9.250972656250001,9.139960984375001,18.390933640625,-129.4026055156246,-1.3987999999999956,29.0,-301.88002780624936
2026-01-20 17:00,LONG,90770.21875,89680.976125,SL,9.525953383206655,15.459322595878504,-108.9242624999999,9.077021875,8.9680976125,18.0451194875,-126.9693819874999,-1.398799999999999,11.0,-428.84940979374926
2026-01-20 22:00,LONG,89671.7265625,88595.66584375,SL,15.459322595878504,13.907664532784452,-107.60607187499991,8.967172656250002,8.859566584375,17.826739240625002,-125.43281111562492,-1.398799999999999,5.0,-554.2822209093741
2026-01-21 16:00,LONG,88909.5859375,87842.67090625,SL,21.187985720667612,39.837253490648784,-106.69150312499988,8.89095859375,8.784267090625,17.675225684375,-124.36672880937488,-1.3987999999999987,15.0,-678.648949718749
2026-01-25 19:00,SHORT,90108.515625,86504.175,TP,74.41123414395902,17.63253425777546,360.43406249999975,9.010851562500001,8.650417500000001,17.661269062500004,342.77279343749973,3.803999999999997,85.0,-335.8761562812493
2026-01-29 15:00,LONG,87120.2421875,86074.79928125,SL,29.86733095548132,17.35485971642305,-104.54429062499986,8.71202421875,8.607479928125,17.319504146875,-121.86379477187486,-1.3987999999999983,84.0,-457.7399510531242
2026-01-29 18:00,LONG,84758.59375,83741.490625,SL,17.35485971642305,14.115823045437438,-101.71031249999942,8.475859375,8.3741490625,16.8500084375,-118.56032093749941,-1.3987999999999932,3.0,-576.3002719906236
2026-01-31 15:00,LONG,82348.3984375,81360.21765625,SL,19.873086203037403,5.799632561409879,-98.81807812500047,8.23483984375,8.136021765625,16.370861609374998,-115.18893973437547,-1.3988000000000056,38.0,-691.4892117249991
2026-01-31 16:00,LONG,81127.515625,80153.9854375,SL,5.799632561409879,1.5366409312784555,-97.35301875000005,8.112751562500002,8.01539854375,16.128150106250004,-113.48116885625004,-1.3988000000000005,1.0,-804.9703805812492
2026-01-31 17:00,LONG,80141.0390625,79179.34659375,SL,1.5366409312784555,1.148589577918358,-96.16924687499996,8.01410390625,7.917934659375001,15.932038565625,-112.10128544062496,-1.3987999999999996,1.0,-917.0716660218741
2026-02-01 15:00,LONG,78709.8984375,77765.37965624999,SL,1.148589577918358,41.50862987428085,-94.4518781250008,7.87098984375,7.776537965625,15.647527809375,-110.0994059343758,-1.39880000000001,22.0,-1027.1710719562498
2026-02-02 17:00,LONG,75800.8828125,78832.918125,TP,28.971742172880667,73.2324721304571,303.2035312499997,7.58008828125,7.8832918124999996,15.46338009375,287.7401511562497,3.795999999999996,13.0,-739.4309208000001
2026-02-03 17:00,SHORT,78959.21875,75800.84999999999,TP,73.2324721304571,22.97507253203021,315.8368750000009,7.895921875,7.5800849999999995,15.476006875,300.3608681250009,3.804000000000011,24.0,-439.0700526749992
2026-02-03 18:00,LONG,74846.2890625,73948.13359375,SL,22.97507253203021,18.640481432763153,-89.8155468750003,7.48462890625,7.394813359375,14.879442265625,-104.6949891406253,-1.398800000000004,1.0,-543.7650418156245
2026-02-04 17:00,SHORT,76421.3046875,73364.4525,TP,73.80766645175945,11.96573699679628,305.68521875000005,7.6421304687500005,7.336445250000001,14.978575718750001,290.70664303125005,3.8040000000000003,9.0,-253.05839878437445
2026-02-05 02:00,LONG,72488.2109375,71618.35240625,SL,11.96573699679628,23.5017529988623,-86.98585312500073,7.248821093750001,7.161835240625,14.410656334375002,-101.39650945937572,-1.3988000000000098,9.0,-354.4549082437502
2026-02-05 05:00,LONG,71502.9609375,70644.92540625,SL,23.5017529988623,26.65794634314679,-85.80355312500033,7.150296093750001,7.064492540625,14.214788634375001,-100.01834175937533,-1.3988000000000045,3.0,-454.47325000312554
2026-02-05 12:00,LONG,70689.8359375,69841.55790625,SL,28.865340814735887,28.242517540905055,-84.82780312499963,7.0689835937500005,6.984155790625001,14.053139384375001,-98.88094250937463,-1.398799999999995,2.0,-553.3541925125002
2026-02-05 15:00,LONG,69458.4296875,68624.92853125,SL,19.463005952697884,15.619254956293616,-83.35011562500004,6.94584296875,6.8624928531250005,13.808335821875001,-97.15845144687505,-1.3988000000000007,2.0,-650.5126439593752
2026-02-05 17:00,LONG,67298.3125,66490.73275,SL,15.619254956293616,21.9749761602867,-80.75797500000044,6.72983125,6.649073275,13.378904525,-94.13687952500045,-1.3988000000000067,2.0,-744.6495234843757
2026-02-05 19:00,LONG,66066.1328125,65273.33921875,SL,21.9749761602867,22.136553503996367,-79.27935937500007,6.6066132812500005,6.527333921875001,13.133947203125,-92.41330657812507,-1.3988000000000012,2.0,-837.0628300625008
2026-02-06 14:00,SHORT,67311.828125,68119.5700625,SL,70.97677489969098,71.88420526588838,-80.77419375000028,6.7311828125,6.811957006250001,13.543139818750001,-94.31733356875027,-1.401200000000004,1.0,-931.3801636312511
2026-02-06 16:00,SHORT,68182.078125,69000.2630625,SL,71.88420526588838,75.90381831820943,-81.8184937500002,6.818207812500001,6.900026306250001,13.71823411875,-95.5367278687502,-1.4012000000000029,2.0,-1026.9168915000014
2026-02-06 17:00,SHORT,69743.1484375,70580.06621875,SL,75.90381831820943,84.09567542395165,-83.69177812499984,6.97431484375,7.058006621875,14.032321465625,-97.72409959062483,-1.4011999999999976,1.0,-1124.6409910906261
2026-02-07 10:00,SHORT,70801.6171875,67969.55249999999,TP,84.09567542395165,35.64818453107908,283.20646875000097,7.08016171875,6.796955249999999,13.877116968749998,269.329351781251,3.8040000000000136,17.0,-855.3116393093751
2026-02-10 11:00,SHORT,71404.6875,68548.5,TP,75.05611323541238,26.471174366207535,285.61875000000003,7.14046875,6.854850000000001,13.995318750000001,271.62343125,3.8040000000000003,46.0,-583.688208059375
2026-02-11 04:00,LONG,68473.6796875,67651.99553125,SL,26.471174366207535,41.41984185742542,-82.16841562500049,6.847367968750001,6.765199553125,13.612567521875,-95.7809831468755,-1.3988000000000071,17.0,-679.4691912062506
2026-02-12 16:00,LONG,66750.9140625,65949.90309375,SL,20.011635753558792,34.80918273645547,-80.10109687499936,6.675091406250001,6.594990309375001,13.270081715625002,-93.37117859062437,-1.3987999999999903,34.0,-772.8403697968749
2026-02-13 15:00,SHORT,66946.578125,67749.9370625,SL,72.60392920633052,79.84726285302013,-80.33589375000011,6.694657812500001,6.77499370625,13.469651518750002,-93.80554526875011,-1.4012000000000016,5.0,-866.6459150656251
2026-02-14 08:00,SHORT,68573.484375,69396.3661875,SL,79.84726285302013,63.91304643000198,-82.28818124999962,6.857348437500001,6.93963661875,13.796985056250001,-96.08516630624962,-1.4011999999999942,17.0,-962.7310813718748
2026-02-15 07:00,SHORT,69616.640625,70452.0403125,SL,72.70129699632794,75.21436696123895,-83.53996875000013,6.961664062500001,7.045204031250001,14.00686809375,-97.54683684375013,-1.401200000000002,21.0,-1060.2779182156248
2026-02-16 15:00,SHORT,70750.796875,67920.765,TP,75.21436696123895,39.76522708559521,283.0031875000001,7.075079687500001,6.7920765,13.867156187500001,269.13603131250005,3.8040000000000003,32.0,-791.1418869031247
2026-02-18 19:00,LONG,66916.4609375,66113.46340625,SL,22.872825272849866,30.421015955940334,-80.29975312500028,6.691646093750001,6.611346340625,13.302992434375001,-93.60274555937528,-1.398800000000004,29.0,-884.7446324625
2026-02-20 05:00,SHORT,66813.484375,67615.2461875,SL,70.93979146901711,82.75747826279017,-80.17618125000008,6.6813484375000005,6.761524618750001,13.44287305625,-93.61905430625009,-1.4012000000000013,20.0,-978.3636867687501
